,Week_Data_Collected,State,Zip,Hosptial_Name,City,Total_Beds_Available,Total_Covid_Patients,Total_Beds_in_Use,Percent Covid Patients,Percent Capacity Full,Latitude,Longitude
8843,8/21/2020,FL,33952.0,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,133.3,27.6,133.3,0.21,1.0,26.993876,-82.09821
8844,8/14/2020,FL,33952.0,BAYFRONT HEALTH PORT CHARLOTTE,PORT CHARLOTTE,154.1,19.1,150.0,0.12,0.97,26.993876,-82.09821
8845,8/14/2020,FL,33952.0,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,127.4,22.7,127.4,0.18,1.0,26.993876,-82.09821
8846,8/7/2020,FL,33952.0,BAYFRONT HEALTH PORT CHARLOTTE,PORT CHARLOTTE,152.3,17.0,147.1,0.11,0.97,26.993876,-82.09821
8847,8/7/2020,FL,33952.0,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,136.0,19.9,136.0,0.15,1.0,26.993876,-82.09821
8848,7/31/2020,FL,33952.0,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,141.1,26.3,141.1,0.19,1.0,26.993876,-82.09821
8849,7/31/2020,FL,33952.0,BAYFRONT HEALTH PORT CHARLOTTE,PORT CHARLOTTE,147.1,15.6,141.6,0.11,0.96,26.993876,-82.09821
8850,1/1/2021,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,146.1,30.0,145.1,0.21,0.99,28.793722,-82.35021
8851,12/25/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,130.3,20.7,128.3,0.16,0.98,28.793722,-82.35021
8852,12/18/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,138.4,28.9,135.7,0.21,0.98,28.793722,-82.35021
8853,12/11/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,133.4,33.1,132.4,0.25,0.99,28.793722,-82.35021
8854,12/4/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,143.7,40.3,142.6,0.28,0.99,28.793722,-82.35021
8855,11/27/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,136.1,42.6,134.6,0.31,0.99,28.793722,-82.35021
8856,11/20/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,139.3,37.1,136.0,0.27,0.98,28.793722,-82.35021
8857,11/13/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,145.3,23.7,142.4,0.16,0.98,28.793722,-82.35021
8858,11/6/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,137.0,13.0,134.4,0.09,0.98,28.793722,-82.35021
8859,10/30/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,130.0,7.0,127.0,0.05,0.98,28.793722,-82.35021
8860,10/23/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,139.7,7.7,137.9,0.06,0.99,28.793722,-82.35021
8861,10/16/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,127.6,8.4,126.7,0.07,0.99,28.793722,-82.35021
8862,10/9/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,132.6,6.1,130.0,0.05,0.98,28.793722,-82.35021
8863,10/2/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,125.3,10.0,123.4,0.08,0.98,28.793722,-82.35021
8864,9/25/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,136.9,16.3,134.4,0.12,0.98,28.793722,-82.35021
8865,9/18/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,143.1,18.3,141.6,0.13,0.99,28.793722,-82.35021
8866,9/11/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,131.6,9.7,129.7,0.07,0.99,28.793722,-82.35021
8867,9/4/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,136.9,13.9,134.3,0.1,0.98,28.793722,-82.35021
8868,8/28/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,131.1,19.7,128.0,0.15,0.98,28.793722,-82.35021
8869,8/21/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,130.7,19.4,128.9,0.15,0.99,28.793722,-82.35021
8870,8/14/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,145.6,21.7,144.0,0.15,0.99,28.793722,-82.35021
8871,8/7/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,147.6,20.3,144.6,0.14,0.98,28.793722,-82.35021
8872,7/31/2020,FL,34452.0,CITRUS MEMORIAL HOSPITAL,INVERNESS,139.4,14.0,137.7,0.1,0.99,28.793722,-82.35021
8873,1/1/2021,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,85.6,25.6,85.6,0.3,1.0,28.95138,-82.61213000000001
8874,12/25/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,87.3,17.7,87.3,0.2,1.0,28.95138,-82.61213000000001
8875,12/18/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,87.9,13.9,87.9,0.16,1.0,28.95138,-82.61213000000001
8876,12/11/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,97.6,16.9,97.6,0.17,1.0,28.95138,-82.61213000000001
8877,12/4/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,89.9,15.4,89.9,0.17,1.0,28.95138,-82.61213000000001
8878,11/27/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,93.4,16.0,93.4,0.17,1.0,28.95138,-82.61213000000001
8879,11/20/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,89.9,20.4,78.0,0.23,0.87,28.95138,-82.61213000000001
8880,11/13/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,97.4,17.6,97.4,0.18,1.0,28.95138,-82.61213000000001
8881,11/6/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,89.1,16.7,89.1,0.19,1.0,28.95138,-82.61213000000001
8882,10/30/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,84.1,13.4,84.1,0.16,1.0,28.95138,-82.61213000000001
8883,10/23/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,89.5,12.7,89.5,0.14,1.0,28.95138,-82.61213000000001
8884,10/16/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,86.7,10.0,86.7,0.12,1.0,28.95138,-82.61213000000001
8885,10/9/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,82.4,5.6,82.4,0.07,1.0,28.95138,-82.61213000000001
8886,10/2/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,84.3,-999999.0,84.3,-11862.38,1.0,28.95138,-82.61213000000001
8887,9/25/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,103.3,-999999.0,103.3,-9680.53,1.0,28.95138,-82.61213000000001
8888,9/18/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,81.6,-999999.0,81.6,-12254.89,1.0,28.95138,-82.61213000000001
8889,9/11/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,80.6,-999999.0,80.6,-12406.94,1.0,28.95138,-82.61213000000001
8890,9/4/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,76.4,4.0,76.4,0.05,1.0,28.95138,-82.61213000000001
8891,8/28/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,82.1,5.3,82.1,0.06,1.0,28.95138,-82.61213000000001
8892,8/21/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,76.4,10.3,76.4,0.13,1.0,28.95138,-82.61213000000001
8893,8/14/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,67.6,10.6,67.6,0.16,1.0,28.95138,-82.61213000000001
8894,8/7/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,79.3,10.1,79.3,0.13,1.0,28.95138,-82.61213000000001
8895,7/31/2020,FL,34428.0,BAYFRONT HEALTH SEVEN RIVERS,CRYSTAL RIVER,72.7,9.6,72.7,0.13,1.0,28.95138,-82.61213000000001
8896,1/1/2021,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,122.0,49.9,117.4,0.41,0.96,30.074926,-81.87931999999999
8897,12/25/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,100.6,39.1,93.6,0.39,0.93,30.074926,-81.87931999999999
8898,12/18/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,109.3,31.1,99.7,0.28,0.91,30.074926,-81.87931999999999
8899,12/11/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,111.7,24.1,106.7,0.22,0.96,30.074926,-81.87931999999999
8900,12/4/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,103.4,24.9,96.0,0.24,0.93,30.074926,-81.87931999999999
8901,11/27/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,108.7,24.1,101.3,0.22,0.93,30.074926,-81.87931999999999
8902,11/20/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,109.1,19.4,102.0,0.18,0.93,30.074926,-81.87931999999999
8903,11/13/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,106.7,14.6,100.7,0.14,0.94,30.074926,-81.87931999999999
8904,11/6/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,107.4,15.7,100.7,0.15,0.94,30.074926,-81.87931999999999
8905,10/30/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,105.4,10.9,97.3,0.1,0.92,30.074926,-81.87931999999999
8906,10/23/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,104.6,10.7,103.0,0.1,0.98,30.074926,-81.87931999999999
8907,10/16/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,103.1,12.3,103.1,0.12,1.0,30.074926,-81.87931999999999
8908,10/9/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,104.9,13.9,104.9,0.13,1.0,30.074926,-81.87931999999999
8909,10/2/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,111.3,11.3,111.0,0.1,1.0,30.074926,-81.87931999999999
8910,9/25/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,103.4,10.9,103.4,0.11,1.0,30.074926,-81.87931999999999
8911,9/18/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,95.1,13.9,95.1,0.15,1.0,30.074926,-81.87931999999999
8912,9/11/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,97.9,10.4,97.9,0.11,1.0,30.074926,-81.87931999999999
8913,9/4/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,109.0,9.3,109.0,0.09,1.0,30.074926,-81.87931999999999
8914,8/28/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,99.6,9.4,99.6,0.09,1.0,30.074926,-81.87931999999999
8915,8/21/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,98.9,16.3,98.9,0.16,1.0,30.074926,-81.87931999999999
8916,8/14/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,94.9,16.3,94.9,0.17,1.0,30.074926,-81.87931999999999
8917,8/7/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,97.6,18.6,97.6,0.19,1.0,30.074926,-81.87931999999999
8918,7/31/2020,FL,32068.0,ASCENSION ST VINCENT'S CLAY COUNTY,MIDDLEBURG,93.4,17.1,93.4,0.18,1.0,30.074926,-81.87931999999999
8919,1/1/2021,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,317.6,72.4,308.3,0.23,0.97,30.160965,-81.72916
8920,12/25/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,304.9,58.1,296.3,0.19,0.97,30.160965,-81.72916
8921,12/18/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,300.7,45.6,287.9,0.15,0.96,30.160965,-81.72916
8922,12/11/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,307.9,38.6,297.3,0.13,0.97,30.160965,-81.72916
8923,12/4/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,309.1,32.1,295.4,0.1,0.96,30.160965,-81.72916
8924,11/27/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,313.1,23.4,301.0,0.07,0.96,30.160965,-81.72916
8925,11/20/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,304.9,22.1,290.3,0.07,0.95,30.160965,-81.72916
8926,11/13/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,312.3,19.7,299.7,0.06,0.96,30.160965,-81.72916
8927,11/6/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,304.3,18.1,292.3,0.06,0.96,30.160965,-81.72916
8928,10/30/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,300.6,14.6,289.6,0.05,0.96,30.160965,-81.72916
8929,10/23/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,305.1,19.9,298.1,0.07,0.98,30.160965,-81.72916
8930,10/16/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,286.3,23.0,278.0,0.08,0.97,30.160965,-81.72916
8931,10/9/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,291.4,20.1,282.6,0.07,0.97,30.160965,-81.72916
8932,10/2/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,305.1,16.9,294.6,0.06,0.97,30.160965,-81.72916
8933,9/25/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,324.1,20.1,311.6,0.06,0.96,30.160965,-81.72916
8934,9/18/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,311.4,16.9,296.0,0.05,0.95,30.160965,-81.72916
8935,9/11/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,322.7,24.4,313.4,0.08,0.97,30.160965,-81.72916
8936,9/4/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,285.3,24.1,279.0,0.08,0.98,30.160965,-81.72916
8937,8/28/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,282.7,28.4,277.3,0.1,0.98,30.160965,-81.72916
8938,8/21/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,303.1,35.9,294.9,0.12,0.97,30.160965,-81.72916
8939,8/14/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,306.4,43.3,293.1,0.14,0.96,30.160965,-81.72916
8940,8/7/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,282.7,43.0,271.6,0.15,0.96,30.160965,-81.72916
8941,7/31/2020,FL,32073.0,ORANGE PARK MEDICAL CENTER,ORANGE PARK,290.7,55.3,279.9,0.19,0.96,30.160965,-81.72916
8942,1/1/2021,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,51.3,0.0,51.3,0.0,1.0,29.972890000000003,-81.72195
8943,12/25/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,51.0,0.0,51.0,0.0,1.0,29.972890000000003,-81.72195
8944,12/18/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,51.4,0.0,51.4,0.0,1.0,29.972890000000003,-81.72195
8945,12/11/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,52.1,-999999.0,52.1,-19193.84,1.0,29.972890000000003,-81.72195
8946,12/4/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,51.7,-999999.0,51.7,-19342.34,1.0,29.972890000000003,-81.72195
8947,11/27/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,53.4,5.6,53.4,0.1,1.0,29.972890000000003,-81.72195
8948,11/20/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,51.6,5.0,51.6,0.1,1.0,29.972890000000003,-81.72195
8949,11/13/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,50.3,0.0,50.3,0.0,1.0,29.972890000000003,-81.72195
8950,11/6/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,49.3,0.0,49.3,0.0,1.0,29.972890000000003,-81.72195
8951,10/30/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,43.3,7.3,43.3,0.17,1.0,29.972890000000003,-81.72195
8952,10/23/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,38.4,0.0,38.4,0.0,1.0,29.972890000000003,-81.72195
8953,10/16/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,37.6,0.0,37.6,0.0,1.0,29.972890000000003,-81.72195
8954,10/9/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,38.1,-999999.0,38.1,-26246.69,1.0,29.972890000000003,-81.72195
8955,10/2/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,40.1,-999999.0,40.1,-24937.63,1.0,29.972890000000003,-81.72195
8956,9/25/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,41.1,0.0,41.1,0.0,1.0,29.972890000000003,-81.72195
8957,9/18/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,44.3,0.0,44.3,0.0,1.0,29.972890000000003,-81.72195
8958,9/11/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,45.1,-999999.0,45.1,-22172.93,1.0,29.972890000000003,-81.72195
8959,9/4/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,42.3,-999999.0,42.3,-23640.64,1.0,29.972890000000003,-81.72195
8960,8/28/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,40.1,-999999.0,40.1,-24937.63,1.0,29.972890000000003,-81.72195
8961,8/21/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,42.1,-999999.0,42.1,-23752.95,1.0,29.972890000000003,-81.72195
8962,8/14/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,44.6,-999999.0,44.6,-22421.5,1.0,29.972890000000003,-81.72195
8963,8/7/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,49.6,-999999.0,49.6,-20161.27,1.0,29.972890000000003,-81.72195
8964,7/31/2020,FL,32043.0,KINDRED HOSPITAL-NORTH FLORIDA,GREEN COVE SPRINGS,46.9,,46.9,,1.0,29.972890000000003,-81.72195
8965,1/1/2021,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,10.0,-999999.0,10.0,-99999.9,1.0,26.252710999999998,-81.80825
8966,12/25/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,11.4,-999999.0,11.4,-87719.21,1.0,26.252710999999998,-81.80825
8967,12/18/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,16.0,4.0,16.0,0.25,1.0,26.252710999999998,-81.80825
8968,12/11/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,16.6,-999999.0,16.6,-60240.9,1.0,26.252710999999998,-81.80825
8969,12/4/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,20.3,-999999.0,20.3,-49261.03,1.0,26.252710999999998,-81.80825
8970,11/27/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,22.7,-999999.0,22.7,-44052.82,1.0,26.252710999999998,-81.80825
8971,11/20/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,21.3,-999999.0,21.3,-46948.31,1.0,26.252710999999998,-81.80825
8972,11/13/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,22.7,-999999.0,22.7,-44052.82,1.0,26.252710999999998,-81.80825
8973,10/23/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,26.8,-999999.0,26.8,-37313.4,1.0,26.252710999999998,-81.80825
8974,10/16/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,25.8,-999999.0,25.8,-38759.65,1.0,26.252710999999998,-81.80825
8975,10/9/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,27.0,-999999.0,27.0,-37037.0,1.0,26.252710999999998,-81.80825
8976,10/2/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,47.1,-999999.0,47.1,-21231.4,1.0,26.252710999999998,-81.80825
8977,9/25/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,30.0,-999999.0,30.0,-33333.3,1.0,26.252710999999998,-81.80825
8978,9/18/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,31.9,-999999.0,31.9,-31347.93,1.0,26.252710999999998,-81.80825
8979,9/11/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,30.4,-999999.0,30.4,-32894.7,1.0,26.252710999999998,-81.80825
8980,9/4/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,28.9,-999999.0,28.9,-34602.04,1.0,26.252710999999998,-81.80825
8981,8/28/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,28.3,-999999.0,28.3,-35335.65,1.0,26.252710999999998,-81.80825
8982,8/21/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,24.4,-999999.0,24.4,-40983.57,1.0,26.252710999999998,-81.80825
8983,8/14/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,23.3,-999999.0,23.3,-42918.41,1.0,26.252710999999998,-81.80825
8984,8/7/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,26.0,0.0,26.0,0.0,1.0,26.252710999999998,-81.80825
8985,7/31/2020,FL,34108.0,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,NAPLES,29.4,-999999.0,29.4,-34013.57,1.0,26.252710999999998,-81.80825
8986,1/1/2021,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,435.7,69.7,425.0,0.16,0.98,26.142938,-81.79852
8987,12/25/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,390.4,65.6,380.6,0.17,0.97,26.142938,-81.79852
8988,12/18/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,411.3,62.6,395.7,0.15,0.96,26.142938,-81.79852
8989,12/11/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,421.1,74.3,403.0,0.18,0.96,26.142938,-81.79852
8990,12/4/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,435.7,67.7,422.1,0.16,0.97,26.142938,-81.79852
8991,11/27/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,417.1,60.4,407.1,0.14,0.98,26.142938,-81.79852
8992,11/20/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,409.3,50.9,397.0,0.12,0.97,26.142938,-81.79852
8993,11/13/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,405.9,46.0,392.1,0.11,0.97,26.142938,-81.79852
8994,11/6/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,422.9,40.6,408.7,0.1,0.97,26.142938,-81.79852
8995,10/30/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,383.9,30.9,369.9,0.08,0.96,26.142938,-81.79852
8996,10/23/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,426.9,23.6,385.7,0.06,0.9,26.142938,-81.79852
8997,10/16/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,422.6,20.1,374.0,0.05,0.88,26.142938,-81.79852
8998,10/9/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,420.9,20.3,375.7,0.05,0.89,26.142938,-81.79852
8999,10/2/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,408.6,18.6,368.0,0.05,0.9,26.142938,-81.79852
9000,9/25/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,394.7,15.4,359.4,0.04,0.91,26.142938,-81.79852
9001,9/18/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,402.9,21.7,361.1,0.05,0.9,26.142938,-81.79852
9002,9/11/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,409.7,26.9,361.3,0.07,0.88,26.142938,-81.79852
9003,9/4/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,424.9,31.3,389.6,0.07,0.92,26.142938,-81.79852
9004,8/28/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,412.7,39.0,371.7,0.09,0.9,26.142938,-81.79852
9005,8/21/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,406.0,52.7,367.4,0.13,0.9,26.142938,-81.79852
9006,8/14/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,448.1,70.6,407.0,0.16,0.91,26.142938,-81.79852
9007,8/7/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,464.3,92.6,425.9,0.2,0.92,26.142938,-81.79852
9008,7/31/2020,FL,34102.0,NAPLES COMMUNITY HOSPITAL,NAPLES,449.4,94.6,410.9,0.21,0.91,26.142938,-81.79852
